id,campaigndatecreated,campaignid,campaignname,datecreated,emailclickcount,emailclickcountprecentage,emaildeliveredcount,emailhardbouncecount,emailhardbouncecountprecentage,emailopencount,emailopencountprecentage,emailqueuedcount,emailsentcount,emailsoftbouncecount,emailsoftbouncecountprecentage,emailspambouncecount,emailspambouncecountprecentage,emailuniqueclickcount,emailuniqueclickcountprecentage,emailuniqueopencount,emailuniqueopencountprecentage,emailunsubscribecount,emailunsubscribecountprecentage,hastriggers,istestmode,name,smsbouncecount,smsbouncecountprecentage,smsclickcount,smsclickcountprecentage,smsdeliveredcount,smsqueuedcount,smssentcount,smsuniqueclickcount,smsuniqueclickcountprecentage,smsunsubscribecount,smsunsubscribecountprecentage,stagecount,stageid,totalrevenue,totaltransactions
d67663ff-8243-4add-b910-b48212d71eb8,17/09/2020 14:07:18,246672,Send Email,2020-09-17 14:07:18,450,64.10%,2288,7,0.30%,1772,77.45%,0,2311,7,0.30%,9,0.39%,175,24.93%,702,30.68%,9,0.39%,False,0,Attendee Email 4 - 21st September,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,1.0,c03a6cb2-a9a4-488b-bfc6-25bdd52bf41d,£0.00,0
286de4d9-de9b-489d-bd73-02a3b361c406,04/05/2021 13:36:49,308432,LDF April Reminder,2021-04-05 13:36:48,844,105.50%,2786,3,0.11%,2208,79.25%,0,2808,10,0.36%,9,0.32%,101,12.62%,800,28.72%,11,0.39%,False,0,LDF April Thank You & Sept Push 04/05,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,4f121438-c2ff-4919-9b0a-e1b740036068,£0.00,0
286de4d9-de9b-489d-bd73-02a3b361c406,04/05/2021 13:36:50,308433,LDF April Reminder - 2 Day Resend 06/05,2021-04-05 13:36:48,497,210.59%,2027,5,0.24%,419,20.67%,0,2046,5,0.24%,9,0.44%,39,16.53%,236,11.64%,11,0.54%,False,0,LDF April Thank You & Sept Push 04/05,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,f5969a6c-ba2c-4e57-921b-1b08c9749f34,£0.00,0
de078b1b-4180-4eb2-ada0-4dc682f9c64a,04/10/2021 11:52:13,357576,LDF September Week Two 27/09,2021-04-10 11:52:13,465,41.19%,2930,2,0.07%,2011,68.63%,0,2935,3,0.10%,0,0.00%,72,6.38%,1129,38.53%,13,0.44%,False,0,LDF September Thank You 04/10,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,1.0,d8bc7790-1157-4714-83a0-3291e42dca10,£0.00,0
2af8146f-7131-453c-a2b1-fe5661e1bdc8,23/04/2021 10:37:15,305431,LDF April 2021.1 Launch,2021-04-23 10:37:14,988,107.16%,2795,12,0.43%,1880,67.26%,0,2823,7,0.25%,9,0.32%,122,13.23%,922,32.99%,14,0.50%,False,0,LDF April Reminder Mailer 23/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,0ff5329c-cb21-4a48-ba4a-512507f02d40,£0.00,0
2af8146f-7131-453c-a2b1-fe5661e1bdc8,23/04/2021 10:37:15,305432,LDF April Reminder - 3 Day Resend 26/04,2021-04-23 10:37:14,561,221.74%,1915,0,0.00%,512,26.74%,0,1931,7,0.36%,9,0.47%,58,22.92%,253,13.21%,5,0.26%,False,0,LDF April Reminder Mailer 23/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,7eb07b00-764e-4c2f-a682-63bb3e22d68c,£0.00,0
de3627fb-377b-479e-aa78-b50daafe1392,14/06/2021 14:06:41,321430,LDF April Reminder,2021-06-14 14:06:41,1038,138.03%,2792,18,0.64%,3200,114.61%,0,2815,5,0.18%,0,0.00%,83,11.04%,752,26.93%,10,0.36%,False,0,LDF June Teaser Event Subs,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,1.0,56022262-70b7-47b6-b771-1e758a90b863,£0.00,0
33202374-dc92-49a8-9036-7da14b192545,17/06/2021 14:02:18,322745,LDF June 2021.1 Event Subs,2021-06-17 14:02:18,1362,168.56%,2792,11,0.39%,2917,104.48%,0,2804,1,0.04%,0,0.00%,92,11.39%,808,28.94%,13,0.47%,False,0,LDF June Event Subs Open 16/06,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,34f729cf-0e4b-4fc6-827d-12b817ea8cb9,£0.00,0
33202374-dc92-49a8-9036-7da14b192545,17/06/2021 14:02:18,322746,LDF June 2021.1 Event Subs - 5 Day Resend 22/06,2021-06-17 14:02:18,157,59.02%,2016,3,0.15%,749,37.15%,0,2020,1,0.05%,0,0.00%,33,12.41%,266,13.19%,10,0.50%,False,0,LDF June Event Subs Open 16/06,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,218850d4-938b-44c3-96ca-ee10b9d7c455,£0.00,0
7d34e323-1fe7-4a44-a976-35232c2f63f1,17/06/2021 17:42:42,322865,LDF June 2021.1 Event Subs,2021-06-17 17:42:41,574,604.21%,382,1,0.26%,337,88.22%,0,383,0,0.00%,0,0.00%,12,12.63%,95,24.87%,3,0.79%,False,0,LDF June Event Subs Organisers,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,dab696c4-9f4d-4d17-8720-17b94ac8c380,£0.00,0
7d34e323-1fe7-4a44-a976-35232c2f63f1,17/06/2021 17:42:42,322866,LDF June 2021.1 Event Subs - 5 Day Resend 22/06,2021-06-17 17:42:41,69,156.82%,294,1,0.34%,456,155.10%,0,295,0,0.00%,0,0.00%,6,13.64%,44,14.97%,0,0.00%,False,0,LDF June Event Subs Organisers,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,7fa9f014-f2eb-4a68-b269-4b4ed5736812,£0.00,0
94d38e61-f115-4975-8184-7ae8afdc0d3d,26/07/2021 14:52:23,335475,LDF July Event Subs - 3 Day Resend 29/07,2021-07-26 14:52:22,313,107.56%,2161,2,0.09%,871,40.31%,0,2166,2,0.09%,1,0.05%,40,13.75%,291,13.47%,6,0.28%,False,0,LDF July 3 Weeks Event Submission Mailer 26/07,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,707acd25-8255-4a6c-9c64-597e20f4d294,£0.00,0
94d38e61-f115-4975-8184-7ae8afdc0d3d,26/07/2021 14:52:22,335474,LDF July - 3 Weeks until event submissions close,2021-07-26 14:52:22,449,65.45%,2803,20,0.71%,1589,56.69%,0,2834,1,0.04%,10,0.35%,69,10.06%,686,24.47%,9,0.32%,False,0,LDF July 3 Weeks Event Submission Mailer 26/07,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,7fd9c57a-dd5c-414a-a5b7-117f2cc9b75d,£0.00,0
6542a199-c93f-46e6-8403-0caadd5b6530,16/08/2021 14:57:55,342064,LDF August - 2 days until event submissions close,2021-08-16 14:57:55,341,42.52%,2800,2,0.07%,1767,63.11%,0,2814,5,0.18%,7,0.25%,68,8.48%,802,28.64%,12,0.43%,False,0,LDF August 2 days Event Submission Mailer 16/08,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,e012acf6-1797-4b27-ad3c-ef3156c4ac91,£0.00,0
6542a199-c93f-46e6-8403-0caadd5b6530,16/08/2021 14:57:55,342065,LDF August Event Subs deadline day - 2 Day Resend 18/08,2021-08-16 14:57:55,260,103.17%,2057,1,0.05%,416,20.22%,0,2065,4,0.19%,3,0.15%,32,12.70%,252,12.25%,7,0.34%,False,0,LDF August 2 days Event Submission Mailer 16/08,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,c4eb5c67-be9a-4a39-b361-2f7be1a3deb4,£0.00,0
dbc7880b-700b-4077-a4a0-84a478546df6,31/08/2021 15:18:27,346657,LDF Sept Launch - 2 Day Resend 03/09,2021-08-31 15:18:27,240,87.91%,2129,1,0.05%,851,39.97%,0,2136,4,0.19%,2,0.09%,67,24.54%,273,12.82%,1,0.05%,False,0,LDF September Launch 31/08,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,88039099-ab97-4095-8442-3a2b418546ac,£0.00,0
dbc7880b-700b-4077-a4a0-84a478546df6,31/08/2021 15:18:27,346656,LDF Launch – Programme now live,2021-08-31 15:18:27,737,91.90%,2846,14,0.49%,2006,70.48%,0,2867,4,0.14%,3,0.10%,269,33.54%,802,28.18%,3,0.11%,False,0,LDF September Launch 31/08,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,5a37b44c-3df8-43bb-b8dd-1b183313b220,£0.00,0
87ed4e58-b2ce-4369-8984-c9e2bada49b8,09/04/2021 09:32:15,301548,LDF April 2021.1 Launch,2021-09-04 09:32:15,980,114.09%,2638,19,0.71%,2562,97.12%,0,2663,6,0.23%,0,0.00%,268,31.20%,859,32.56%,7,0.27%,False,0,LDF April Launch Mailer 07/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,22303ebc-2fc0-4549-a68f-ccd4f905a36d,£0.00,0
87ed4e58-b2ce-4369-8984-c9e2bada49b8,09/04/2021 09:32:15,301549,LDF April 2021.1 Launch - 3 Day Resend,2021-09-04 09:32:15,525,219.67%,1833,2,0.11%,571,31.15%,0,1841,6,0.33%,0,0.00%,98,41.00%,239,13.04%,2,0.11%,False,0,LDF April Launch Mailer 07/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,65c4c258-03b6-4c9f-94a6-76fa0356dc1a,£0.00,0
430fdded-b2d5-44a1-8237-3230c4820f96,09/08/2021 14:03:10,339853,LDF August - 1 Week until event submissions close,2021-09-08 14:03:10,357,50.64%,2815,8,0.28%,1840,65.36%,0,2826,3,0.11%,0,0.00%,66,9.36%,705,25.04%,6,0.21%,False,0,LDF August 1 Week Event Submission Mailer 09/08,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,6e6fc550-8cce-4788-9c49-bd23cc2e1a5f,£0.00,0
430fdded-b2d5-44a1-8237-3230c4820f96,09/08/2021 14:03:10,339854,LDF August Event Subs - 2 Day Resend 11/08,2021-09-08 14:03:10,228,83.82%,2192,2,0.09%,535,24.41%,0,2196,2,0.09%,0,0.00%,27,9.93%,272,12.41%,8,0.36%,False,0,LDF August 1 Week Event Submission Mailer 09/08,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,c6714b23-ffac-4762-9a3c-f3573ce757b2,£0.00,0
e337f845-9764-4d1b-9a10-9c0a97b9c2b6,13/09/2021 13:06:41,351019,LDF Reminder – ONE WEEK,2021-09-13 13:06:40,609,75.28%,2884,6,0.21%,1603,55.58%,0,2893,2,0.07%,1,0.03%,115,14.22%,809,28.05%,3,0.10%,False,0,LDF September One Week 13/09,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,97e16121-e933-41d1-b2f2-b5c2025d6e45,£0.00,0
e337f845-9764-4d1b-9a10-9c0a97b9c2b6,13/09/2021 13:06:41,351020,LDF Sept Reminder - 2 Day Resend 15/09,2021-09-13 13:06:40,309,110.75%,2125,0,0.00%,550,25.88%,0,2128,3,0.14%,0,0.00%,51,18.28%,279,13.13%,7,0.33%,False,0,LDF September One Week 13/09,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,ffe5785b-7130-4fb9-ab8a-70c4a5f4961d,£0.00,0
b7413855-d8d4-4987-918d-187eaabd4c70,19/09/2021 14:25:32,352971,LDF September Launch 20/09,2021-09-19 14:25:32,698,95.62%,2893,9,0.31%,1524,52.68%,0,2906,3,0.10%,1,0.03%,132,18.08%,730,25.23%,6,0.21%,False,0,LDF September LIVE 20/09,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,1.0,aad9d86c-c059-4ef0-ad77-39be76f95760,£0.00,0
3ce28714-0612-496f-adb1-701dc2f8bd15,27/09/2021 06:34:26,355312,LDF September Week Two 27/09,2021-09-27 06:34:26,567,72.14%,2917,6,0.20%,1589,54.47%,0,2929,2,0.07%,4,0.14%,91,11.58%,786,26.95%,7,0.24%,False,0,LDF September Week Two 27/09,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,1.0,3a3bf8fc-9a77-49a4-9dd7-b7a9e9bc640a,£0.00,0
5b21c630-97bf-4fd8-a767-1b7698fa92f7,12/07/2021 10:46:34,330886,Send Email - Submission Confirmation Auto,2021-12-07 10:46:33,171,174.49%,245,3,1.20%,538,219.59%,0,249,1,0.40%,0,0.00%,19,19.39%,98,40.00%,1,0.41%,False,0,Event Hosts Confirmation Auto 2021,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,1.0,e345e317-c552-4acb-9c75-31b16dfb8d4a,£0.00,0
bca3df7f-4cde-41fc-97a6-2995bc457048,19/01/2022 14:21:13,393753,LDF April Launch - 4 Day Resend 23/01,2022-01-19 14:21:13,239,155.19%,1356,6,0.44%,399,29.42%,0,1372,9,0.66%,1,0.07%,28,18.18%,154,11.36%,3,0.22%,False,0,LDF April Launch 19/01,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,c1a1cd72-f145-406d-9a06-c7b07b4872fb,£0.00,0
bca3df7f-4cde-41fc-97a6-2995bc457048,19/01/2022 14:21:13,393752,LDF April Launch – Dates & Theme Announce,2022-01-19 14:21:13,2634,183.17%,2897,99,3.29%,4818,166.31%,0,3005,9,0.30%,0,0.00%,206,14.33%,1438,49.64%,13,0.45%,False,0,LDF April Launch 19/01,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,c8cddff5-9f75-48d2-9cd1-3b252389358b,£0.00,0
6596dc1a-b9ae-439c-b238-60d4ab169656,02/03/2022 14:58:25,409567,Lat59 Competition Launch - 5 Day Resend 07/03,2022-02-03 14:58:25,26,14.13%,2156,2,0.09%,281,13.03%,0,2189,9,0.41%,22,1.01%,7,3.80%,184,8.53%,3,0.14%,False,0,Latitude59 Competition Launch 02/03,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,6b2fef72-b4a5-4c2b-8bbe-e9aa4a063732,£0.00,0
6596dc1a-b9ae-439c-b238-60d4ab169656,02/03/2022 14:58:25,409566,Latitude59 Competition Launch 02/03,2022-02-03 14:58:25,115,14.23%,2938,49,1.62%,1687,57.42%,0,3019,11,0.36%,21,0.70%,38,4.70%,808,27.50%,10,0.34%,False,0,Latitude59 Competition Launch 02/03,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,b8061840-2373-4a59-aa9a-2e4a2e37e829,£0.00,0
2c0caf90-150b-43df-955e-f5e07ad75f28,30/03/2022 14:49:41,419810,LDF April Programm Announce,2022-03-30 14:49:40,650,58.24%,3289,40,1.17%,2861,86.99%,0,3415,17,0.50%,69,2.02%,285,25.54%,1116,33.93%,14,0.43%,False,0,LDF April Programme Announcement 30/03,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,6e3c88c9-7881-4902-b33e-ff1374980389,£0.00,0
2c0caf90-150b-43df-955e-f5e07ad75f28,30/03/2022 14:49:41,419811,LDF April Programme announcement - 2 Day Resend 01/04,2022-03-30 14:49:40,357,121.84%,2256,1,0.04%,662,29.34%,0,2353,18,0.76%,78,3.31%,75,25.60%,293,12.99%,1,0.04%,False,0,LDF April Programme Announcement 30/03,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,451db27a-8944-4454-8b17-cb7e473468b7,£0.00,0
d57d05d7-73ba-4b8b-8b56-7b1a94c7e76c,04/07/2022 15:17:57,454249,LDF awards open - 2 day Resend 07/07,2022-04-07 15:17:57,146,37.44%,2208,2,0.09%,1014,45.92%,0,2233,9,0.40%,14,0.63%,54,13.85%,390,17.66%,13,0.59%,False,0,LDF Awards Open 05/07,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,2e8089c3-4f47-4d96-8910-e4e618aa4ca2,£0.00,0
d57d05d7-73ba-4b8b-8b56-7b1a94c7e76c,04/07/2022 15:17:57,454248,LDF Awards open 05/07,2022-04-07 15:17:57,331,26.31%,3381,10,0.29%,4096,121.15%,0,3416,13,0.38%,12,0.35%,141,11.21%,1258,37.21%,11,0.33%,False,0,LDF Awards Open 05/07,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,74a30553-f5e0-4dc3-aaad-53b55402cd9a,£0.00,0
1c39dab7-bbdc-4cd6-ab09-8a334d736e3d,19/04/2022 09:43:46,426626,LDF April One Week 19/04,2022-04-19 09:43:46,302,33.44%,3312,13,0.38%,1855,56.01%,0,3426,21,0.61%,80,2.34%,74,8.19%,903,27.26%,12,0.36%,False,0,LDF April One Week 19/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,7c47d9fb-9c23-4601-89af-5e8f8226eef7,£0.00,0
1c39dab7-bbdc-4cd6-ab09-8a334d736e3d,19/04/2022 09:43:46,426627,LDF April Programme announcement - 2 Day Resend 01/04,2022-04-19 09:43:46,118,47.97%,2471,1,0.04%,508,20.56%,0,2570,18,0.70%,80,3.11%,27,10.98%,246,9.96%,2,0.08%,False,0,LDF April One Week 19/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,6cae7770-9fd0-4a9b-9f07-523cf865abce,£0.00,0
0af9fa7c-f678-42e3-80c3-8f4784d7fad7,25/04/2022 06:47:47,428553,LDF April Monday - 4hr Resend 25/04,2022-04-25 06:47:45,272,63.26%,2725,1,0.04%,726,26.64%,0,2826,17,0.60%,83,2.94%,37,8.60%,430,15.78%,4,0.15%,False,0,LDF April Monday 25/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,ccc136ac-3241-4f3d-8ce3-4e9492732f8d,£0.00,0
0af9fa7c-f678-42e3-80c3-8f4784d7fad7,25/04/2022 06:47:46,428552,LDF April One Week 19/04,2022-04-25 06:47:45,243,28.09%,3309,3,0.09%,1669,50.44%,0,3411,16,0.47%,83,2.43%,66,7.63%,865,26.14%,10,0.30%,False,0,LDF April Monday 25/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,5e38d4c4-4e26-4f28-a7e8-9022559cd98a,£0.00,0
d33a33d2-5137-401c-9ab5-9a06eb6a0018,25/04/2022 16:43:20,428955,LDF April Tuesday - 4hr Resend 26/04,2022-04-25 16:43:19,141,33.73%,2751,0,0.00%,648,23.56%,0,2851,18,0.63%,82,2.88%,16,3.83%,418,15.19%,3,0.11%,False,0,LDF April Tuesday 26/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,19af02f8-11d7-4966-a01c-a07418d22b1f,£0.00,0
d33a33d2-5137-401c-9ab5-9a06eb6a0018,25/04/2022 16:43:19,428954,LDF April Tuesday 26/04,2022-04-25 16:43:19,125,14.71%,3303,1,0.03%,1526,46.20%,0,3404,17,0.50%,83,2.44%,29,3.41%,850,25.73%,5,0.15%,False,0,LDF April Tuesday 26/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,9b27ddd7-7f9d-4aa1-bab7-f51331cbd6cf,£0.00,0
6b4405c7-7839-42f9-967d-9585a1a48d0c,26/04/2022 19:54:45,429466,LDF April Wednesday 27/04,2022-04-26 19:54:45,178,22.08%,3291,3,0.09%,1379,41.90%,0,3396,17,0.50%,85,2.50%,20,2.48%,806,24.49%,8,0.24%,False,0,LDF April Wednesday 27/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,fad9c837-e20e-48d6-94f6-2c73f7dd0204,£0.00,0
6b4405c7-7839-42f9-967d-9585a1a48d0c,26/04/2022 19:54:45,429467,LDF April Wednesday - 4hr Resend 27/04,2022-04-26 19:54:45,97,22.15%,2781,0,0.00%,670,24.09%,0,2884,17,0.59%,86,2.98%,14,3.20%,438,15.75%,3,0.11%,False,0,LDF April Wednesday 27/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,5071e378-88b9-4071-9f4c-732e34a5892a,£0.00,0
49d1b6c5-b668-42f2-8efe-dca42c4c99dd,28/04/2022 10:01:29,430078,LDF April Thank You 28/04,2022-04-28 10:01:29,58,6.74%,3289,0,0.00%,1500,45.61%,0,3350,10,0.30%,51,1.52%,16,1.86%,860,26.15%,11,0.33%,False,0,LDF April Thursday 28/04,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,1.0,e1e24e39-06e2-4873-b395-85db5a5f2d07,£0.00,0
70aa29fa-30d6-454d-bc06-d2d41cb46fb9,13/06/2022 10:42:10,446624,LDF Event subs open 13/06,2022-06-13 10:42:10,423,33.81%,3360,22,0.65%,4117,122.53%,0,3401,10,0.29%,9,0.26%,161,12.87%,1251,37.23%,10,0.30%,False,0,LDF Event Submissions open 13/06,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,46d5baf0-f1e9-4337-8c75-088e6cb57327,£0.00,0
70aa29fa-30d6-454d-bc06-d2d41cb46fb9,13/06/2022 10:42:11,446625,LDF event subs - 3 day Resend 16/06,2022-06-13 10:42:10,123,37.05%,2174,2,0.09%,1054,48.48%,0,2195,10,0.46%,9,0.41%,60,18.07%,332,15.27%,5,0.23%,False,0,LDF Event Submissions open 13/06,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,9b042459-41c2-4f8f-bfa0-04c256d5b93f,£0.00,0
5d7a0708-f4ec-465e-a1e6-5da9336ba705,20/06/2022 23:38:10,449594,Send Email - Submission Confirmation Auto,2022-06-20 23:38:10,28,28.87%,200,5,2.43%,1076,538.00%,0,206,0,0.00%,1,0.49%,15,15.46%,97,48.50%,0,0.00%,False,0,Event Hosts Confirmation Auto 2022,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,1.0,e1f530bc-6282-48e5-8daa-ef0e703396c4,£0.00,0
90b3c7ce-4dfa-43dd-8a20-b0b163dd8cb9,20/07/2022 10:24:15,460361,LDF two week - 2 day Resend 22/07,2022-07-20 10:24:15,71,19.78%,2152,2,0.09%,562,26.12%,0,2177,13,0.60%,10,0.46%,43,11.98%,359,16.68%,4,0.19%,False,0,LDF Two weeks until subs close 20/07,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,4c0828b7-476e-4f31-b925-bd61261f354c,£0.00,0
90b3c7ce-4dfa-43dd-8a20-b0b163dd8cb9,20/07/2022 10:24:15,460360,LDF two weeks until subs close 20/07,2022-07-20 10:24:15,294,21.84%,3400,12,0.35%,5545,163.09%,0,3440,15,0.44%,13,0.38%,128,9.51%,1346,39.59%,15,0.44%,False,0,LDF Two weeks until subs close 20/07,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,3c367d38-9ae4-46ab-b828-1d2bdfd2fecf,£0.00,0
