id,name,istestmode,hastriggers,stagecount,emailqueuedcount,emailsentcount,emailopencount,emailopencountprecentage,emailuniqueopencount,emailuniqueopencountprecentage,emailclickcount,emailclickcountprecentage,emailuniqueclickcount,emailuniqueclickcountprecentage,emailhardbouncecount,emailhardbouncecountprecentage,emailsoftbouncecount,emailsoftbouncecountprecentage,emailspambouncecount,emailspambouncecountprecentage,emailunsubscribecount,emailunsubscribecountprecentage,emaildeliveredcount,smsqueuedcount,smssentcount,smsdeliveredcount,smsclickcount,smsclickcountprecentage,smsuniqueclickcount,smsuniqueclickcountprecentage,smsbouncecount,smsbouncecountprecentage,smsunsubscribecount,smsunsubscribecountprecentage,totaltransactions,totalrevenue,datecreated
de078b1b-4180-4eb2-ada0-4dc682f9c64a,LDF September Thank You 04/10,0,False,1,0,2935,2011,68.63%,1129,38.53%,465,41.19%,72,6.38%,2,0.07%,3,0.10%,0,0.00%,13,0.44%,2930,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-04-10 11:52:00
2af8146f-7131-453c-a2b1-fe5661e1bdc8,LDF April Reminder Mailer 23/04,0,False,2,0,4754,2392,50.79%,1175,24.95%,1549,131.83%,180,15.32%,12,0.25%,14,0.29%,18,0.38%,19,0.40%,4710,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-04-23 10:37:00
de3627fb-377b-479e-aa78-b50daafe1392,LDF June Teaser Event Subs,0,False,1,0,2815,3200,114.61%,752,26.93%,1038,138.03%,83,11.04%,18,0.64%,5,0.18%,0,0.00%,10,0.36%,2792,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-06-14 14:06:00
33202374-dc92-49a8-9036-7da14b192545,LDF June Event Subs Open 16/06,0,False,2,0,4824,3666,76.25%,1074,22.34%,1519,141.43%,125,11.64%,14,0.29%,2,0.04%,0,0.00%,23,0.48%,4808,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-06-17 14:02:00
7d34e323-1fe7-4a44-a976-35232c2f63f1,LDF June Event Subs Organisers,0,False,2,0,678,793,117.31%,139,20.56%,643,462.59%,18,12.95%,2,0.29%,0,0.00%,0,0.00%,3,0.44%,676,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-06-17 17:42:00
94d38e61-f115-4975-8184-7ae8afdc0d3d,LDF July 3 Weeks Event Submission Mailer 26/07,0,False,2,0,5000,2460,49.56%,977,19.68%,762,77.99%,109,11.16%,22,0.44%,3,0.06%,11,0.22%,15,0.30%,4964,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-07-26 14:52:00
6542a199-c93f-46e6-8403-0caadd5b6530,LDF August 2 days Event Submission Mailer 16/08,0,False,2,0,4879,2183,44.95%,1054,21.70%,601,57.02%,100,9.49%,3,0.06%,9,0.18%,10,0.20%,19,0.39%,4857,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-08-16 14:57:00
dbc7880b-700b-4077-a4a0-84a478546df6,LDF September Launch 31/08,0,False,2,0,5003,2857,57.43%,1075,21.61%,977,90.88%,336,31.26%,15,0.30%,8,0.16%,5,0.10%,4,0.08%,4975,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-08-31 15:18:00
87ed4e58-b2ce-4369-8984-c9e2bada49b8,LDF April Launch Mailer 07/04,0,False,2,0,4504,3133,70.07%,1098,24.56%,1505,137.07%,366,33.33%,21,0.47%,12,0.27%,0,0.00%,9,0.20%,4471,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-09-04 09:32:00
430fdded-b2d5-44a1-8237-3230c4820f96,LDF August 1 Week Event Submission Mailer 09/08,0,False,2,0,5022,2375,47.43%,977,19.51%,585,59.88%,93,9.52%,10,0.20%,5,0.10%,0,0.00%,14,0.28%,5007,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-09-08 14:03:00
e337f845-9764-4d1b-9a10-9c0a97b9c2b6,LDF September One Week 13/09,0,False,2,0,5021,2151,42.94%,1088,21.72%,918,84.38%,166,15.26%,6,0.12%,5,0.10%,1,0.02%,10,0.20%,5009,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-09-13 13:06:00
b7413855-d8d4-4987-918d-187eaabd4c70,LDF September LIVE 20/09,0,False,1,0,2906,1524,52.68%,730,25.23%,698,95.62%,132,18.08%,9,0.31%,3,0.10%,1,0.03%,6,0.21%,2893,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-09-19 14:25:00
3ce28714-0612-496f-adb1-701dc2f8bd15,LDF September Week Two 27/09,0,False,1,0,2929,1589,54.47%,786,26.95%,567,72.14%,91,11.58%,6,0.20%,2,0.07%,4,0.14%,7,0.24%,2917,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-09-27 06:34:00
5b21c630-97bf-4fd8-a767-1b7698fa92f7,Event Hosts Confirmation Auto 2021,0,False,1,0,249,538,219.59%,98,40.00%,171,174.49%,19,19.39%,3,1.20%,1,0.40%,0,0.00%,1,0.41%,245,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2021-12-07 10:46:00
bca3df7f-4cde-41fc-97a6-2995bc457048,LDF April Launch 19/01,0,False,2,0,4377,5215,122.62%,1592,37.43%,2873,180.46%,234,14.70%,105,2.40%,18,0.41%,1,0.02%,16,0.38%,4253,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-01-19 14:21:00
6596dc1a-b9ae-439c-b238-60d4ab169656,Latitude59 Competition Launch 02/03,0,False,2,0,5208,1967,38.61%,992,19.47%,141,14.21%,45,4.54%,51,0.98%,20,0.38%,43,0.83%,13,0.26%,5094,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-02-03 14:58:00
2c0caf90-150b-43df-955e-f5e07ad75f28,LDF April Programme Announcement 30/03,0,False,2,0,5768,3523,63.53%,1409,25.41%,1007,71.47%,360,25.55%,41,0.71%,35,0.61%,147,2.55%,15,0.27%,5545,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-03-30 14:49:00
d57d05d7-73ba-4b8b-8b56-7b1a94c7e76c,LDF Awards Open 05/07,0,False,2,0,5649,5094,91.14%,1645,29.43%,477,29.00%,195,11.85%,12,0.21%,22,0.39%,26,0.46%,24,0.43%,5589,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-04-07 15:17:00
1c39dab7-bbdc-4cd6-ab09-8a334d736e3d,LDF April One Week 19/04,0,False,2,0,5996,2362,40.84%,1149,19.87%,420,36.55%,101,8.79%,14,0.23%,39,0.65%,160,2.67%,14,0.24%,5783,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-04-19 09:43:00
0af9fa7c-f678-42e3-80c3-8f4784d7fad7,LDF April Monday 25/04,0,False,2,0,6237,2393,39.66%,1295,21.46%,515,39.77%,103,7.95%,4,0.06%,33,0.53%,166,2.66%,14,0.23%,6034,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-04-25 06:47:00
d33a33d2-5137-401c-9ab5-9a06eb6a0018,LDF April Tuesday 26/04,0,False,2,0,6255,2173,35.89%,1268,20.94%,266,20.98%,45,3.55%,1,0.02%,35,0.56%,165,2.64%,8,0.13%,6054,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-04-25 16:43:00
6b4405c7-7839-42f9-967d-9585a1a48d0c,LDF April Wednesday 27/04,0,False,2,0,6280,2047,33.71%,1243,20.47%,275,22.12%,34,2.74%,3,0.05%,34,0.54%,171,2.72%,11,0.18%,6072,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-04-26 19:54:00
49d1b6c5-b668-42f2-8efe-dca42c4c99dd,LDF April Thursday 28/04,0,False,1,0,3350,1497,45.52%,859,26.12%,58,6.75%,16,1.86%,0,0.00%,10,0.30%,51,1.52%,11,0.33%,3289,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-04-28 10:01:00
70aa29fa-30d6-454d-bc06-d2d41cb46fb9,LDF Event Submissions open 13/06,0,False,2,0,5596,5160,93.24%,1578,28.51%,546,34.60%,221,14.01%,24,0.43%,20,0.36%,18,0.32%,14,0.25%,5534,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-06-13 10:42:00
5d7a0708-f4ec-465e-a1e6-5da9336ba705,Event Hosts Confirmation Auto 2022,0,False,1,0,206,1075,537.50%,97,48.50%,28,28.87%,15,15.46%,5,2.43%,0,0.00%,1,0.49%,0,0.00%,200,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-06-20 23:38:00
90b3c7ce-4dfa-43dd-8a20-b0b163dd8cb9,LDF Two weeks until subs close 20/07,0,False,2,0,5617,6100,109.87%,1704,30.69%,365,21.42%,171,10.04%,14,0.25%,28,0.50%,23,0.41%,19,0.34%,5552,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-07-20 10:24:00
ff9fc0e3-58c1-4012-9586-268fde4d95e6,LDF One week until subs close 27/07,0,False,2,0,5671,3337,59.37%,1606,28.57%,467,29.08%,151,9.40%,3,0.05%,27,0.48%,20,0.35%,17,0.30%,5621,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-07-27 08:57:00
ec4c06e1-4b35-4710-83cc-6e523ad93447,LDF Meeow announce 16/08,0,False,1,0,3570,3633,102.92%,1513,42.86%,2608,172.37%,249,16.46%,11,0.31%,15,0.42%,14,0.39%,77,2.18%,3530,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-08-16 09:21:00
1d36b892-69b6-4e64-aea9-e8e2dd945569,LDF September Launch 23/08,0,False,2,0,6053,5236,87.40%,2020,33.72%,1298,64.26%,611,30.25%,7,0.12%,29,0.48%,26,0.43%,7,0.12%,5991,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-08-23 09:12:00
b3b7f6e4-e45e-46fa-ad25-2e270ae40489,LDF September One Week 13/09,0,False,2,0,6636,4149,63.44%,2038,31.16%,482,23.65%,258,12.66%,21,0.32%,48,0.72%,27,0.41%,21,0.32%,6540,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-09-13 14:42:00
4e0106cb-e5ad-48b7-892a-9f7aa649f7c3,LDF LIVE Day One 20/09,0,False,1,0,4042,2931,73.20%,1605,40.08%,297,18.50%,164,10.22%,4,0.10%,20,0.49%,14,0.35%,29,0.72%,4004,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-09-20 14:31:00
9c740b1e-d79d-43f6-a051-18e00678d1cf,LDF Week Two LIVE 26/09,0,False,1,0,4117,2603,63.89%,1558,38.24%,310,19.90%,161,10.33%,4,0.10%,22,0.53%,17,0.41%,10,0.25%,4074,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-09-26 10:17:00
7efb93e4-770a-482c-8a45-d42e98b91276,LDF September Thank You 03/10,0,False,2,0,6978,3324,48.15%,1938,28.07%,153,7.89%,58,2.99%,10,0.14%,38,0.54%,26,0.37%,22,0.32%,6904,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,£0.00,2022-09-29 20:18:00
